"startupName","description","WebsiteLink"
"ICMS","ICMs İnteraktif Cloud Medya A.Ş. yıllardır yayıncılık sektörüne hizmet vermiş, sektör gereksinimlerini bilen ve global çözümler geliştirmeyi hedefleyen bir ekip tarafından kurulmuştur. İnteraktif Medya Teknolojieri alanındaki yeni teknolojileri hızla geliştiren yapılanma modeli ve olmayanı hayata geçirme hayalini gerçeğe dönüştürme zekâsı sayesinde ve teknolojiye sahip olmanın verdiği özgüven ile yola çıkmıştır. Endüstriyel tasarımını kendi bünyesinde gerçekleştiren ve bunun yanında mühendislik ve araştırma geliştirme çalışmalarını gece gündüz sürdüren tivu.co platformunda topladığı tüm televizyon ve radyo istasyonlarını Türkiye’de son kullanıcıya ulaştırmaktadır. Bütün hizmetlerin toplandığı bu platformda son kullanıcıya alışveriş yapabilecekleri ve sınırsız arşivleme sağlayıp kişisel profillerinden videoların depolanacağı bir multimedya ve CLOUD sistemi öneriliyor.","https://itucekirdek.com/portfolio_page/icms/"
"PANDORA","Pandora her türlü inşaat projesinin sunum ve pazarlaması için kullanılabilecek bir artırılmış gerçeklik uygulamasıdır. Pandora SaaS yapısında hizmet vermekte olup, müşterilerinin internet yardımıyla sisteme yükledikleri mimari modellerin 24 saat içerisinde bir artırılmış gerçeklik uygulamasına çevirilmesini sağlar. Ayrıca yüklenen modellere kat planı modu, gece ve gündüz görünümü, video render gibi ekstra fonksiyonlar sağlar.","https://www.arpandora.com"
"BBA VTOL","İleri teknoloji insansız hava araçlarımızla sivil, lojistik ve sağlık sektörlerinde güvenli, hızlı ve yenilikçi çözümler sunuyoruz.","https://www.bbavtol.com/"
"GREENFI","Bankalar ve işletmeler için ESG durum tespiti ve risk yönetimi için yapay zeka yazılımı.","https://greenfi.ai"
"BenzinLitre","Kullanıcı bazlı veri paylaşımı ile en uygun benzin, dizel ve otogaz fiyatlarını, en yakın istasyonları bulabileceğiniz gibi uygulamada bulunan herhangi bir benzin istasyonuna dokunduğunuzda fiyatların yanında istasyonun tesis-içi özelliklerini de görüyorsunuz. İstasyonun açık olduğu saatler, market, restoran, kahve, oto-lastik, tuvalet gibi özelliklerinin bilgisine rahatlıkla ulaşıyorsunuz. Tüketiciler BenzinLitre sayesinde depo dolumunda 50 TL’ye kadar tasarruf yapabildiği gibi en iyi dinlenme tesisleri, kamyoncu-tırcı park alanlarını da keşfetme fırsatı yakalıyor. Araç ekleme özelliği, sigorta teklifi ve acil durum yol yardım butonu ile BenzinLitre kullanıcıların tüm yol deneyiminde ihtiyaç duyabilecekleri konular için bir çözüm sunuyor! Rota oluştur özelliği ile güzergahınızdaki akıllı seçimleri size sunacak algoritma ise çok yakında hizmetinizde olacak. Elektrik ve CNG yakıt türü ve istasyonları da uygulamaya eklenecek yeni özellikler arasında.Yakıt sektörüne getirdiği rekabet ve sunduğu farklı reklam araçları sayesinde bir çok marka ile de kısa sürede anlaşma sağlayan uygulama enerji sektörünün dijital dönüşümüne katkı sağlamakta. Offline’da ve gerçek hayatta gerçekleşen yakıt alışverişlerinin takibini sağlarken markalara da dijital harcamaların istasyonlardaki satışa etkisini detaylı ve kolay bir şekilde görebilme fırsatı sunuyor.","https://www.benzinlitre.com/"
"PARKKOLAY"," Parkkolay harita üzerinde otoparkların yer, fiyat ve doluluk oranı bilgilerini size gösteriyor. Buna ek olarak merak edebileceğiniz vale, oto yıkama, açık-kapalı olma gibi tüm ekstra özelliklerini de önceden bilmenizi sağlıyor. Tüm bu bilgiler doğrultusunda kendinize en uygun otoparkı 1 dakikada seçebilmeyi vaat ediyor.  Uygulamanın piyasadaki benzer uygulamalardan ayrıştığı en önemli nokta ise otopark rezervasyonu yapabilme özelliği. Otoparkınızı seçtikten sonra, gideceğiniz gün ve saati belirleyip yerinizi önceden ayırmanızı sağlıyor. Böylece ömrünüzde otopark aramakla geçireceğiniz yaklaşık 110 günün size kalmasını sağlıyor. Tüm bunlara ek olarak, Parkkolay bünyesinde bulunan tüm otoparkları teker teker inceleyerek anlaştığı için her birinin güvenilir otopark olduğu garantisini veriyor. Uygulamaya kredi kartıyla ödeme yapma özelliğinin ise önümüzdeki aylarda eklenecek.","https://parkkolay.com"
"BLUEARF","Bluearf, yapay zeka destekli sürdürülebilirlik yönetim platformu sayesinde karmaşık görevlere, uzmanlığa ve ön hesaplamalara ihtiyaç duymadan şirketlerin hesaplama, analiz ve raporlama yapabilmelerini sağlar.","https://bluearf.com/"
"HOOTSUMO","Hootsumo, topluluklar için görüntü, ses ve mesajlaşma kanalları sunan bir girişimdir. Web ve Mobil platformlarda yayında olan uygulama, anonim erişime izin verdiği gibi masaüstü program yükleme ve kurulum gibi kullanıcılara zaman kaybettiren işlemleri de ortadan kaldırıyor. Topluluklara erişim kolaylığı sunan uygulama aynı zamanda kullanım ve yönetim kolaylığını da göz ardı etmemekte. Slack ve Stride, benzeri takım içi iletişim uygulamalarından farklı olarak toplulukların ihtiyaçlarını ve bir mesajlaşma kanalı içerisinde toplulukların erişebilecekleri yüksek kullanıcı sayılarını karşılayabilecek yapıya sahip olarak kurgulanmış. Hootsumo, protokol bağımsız yapısı ile diğer iletişim ve mesajlaşma uygulamaları ile köprüler kurabilmekte. Şimdilik IRC, Slack ve Gitter köprüleri bulunan girişim üzerinden bu uygulamalarda yer alan tüm chat kanallarına bağlanarak mesaj gönderip – alabilir veya bağlantıda olduğunuz kişilerle iletişime geçebilirsiniz.","https://hootsumoapp.com/#"
"BELLUM"," Günümüzde kullanılan piyade zırhları, koruyucu bir balistik yeleğin üzerine takılan seramik plakalardan oluşmaktadır. Bu sistem personel üzerine kaba bir şekilde tutturulmakta ve blok şeklinde hareket etmektedir. Bu problemlere karşı alınan koruma ise yaklaşık vücut yüzeyinin yarısına tekabül etmektedir. İnsan hayatının söz konusu olduğu durumlarda bu veriler kabul edilemez boyuttadır. İleri teknoloji kompozit balistik malzemenin eşsiz tasarım ile birleştirildiği bu noktada, tüm vücudun etkin koruma altına almasının yanı sıra harekete bağlı kısıtlamaları ortadan kaldıracak ve ortaya bir savaş dış iskeleti çıkacaktır.  N1-SIRTLAN zırhının içerdiği teknoloji, esneklik ve incelikten taviz vermeden daha dayanıklı zırhlar yapılabilmesini olağan kılmaktadır. “Sıvı Zırh” olarak yorumlanan teknoloji, Kişinin hareketlerini engellemeyecek ölçüde sıvı, merminin geçişini engelleyecek ölçüde katı olarak çalışmaktadır. Balistik materyal ile senkronize çalışan bu yapı piyadenin üzerinde taşıdığı seramik plaka devrini sonlandıracak ve yüksek hareket ve vurucu güçte ağır zırhlı piyadelerin devrini başlatacaktır.","https://itucekirdek.com/portfolio_page/bellum/"
"Evecrude"," Evecrude, dijital projeler üreten ve CGI modeller tasarlayan bir entertainment yapılanmasıdır. Farklı kategorilerde kurguladığı 3D dijital karakterler ile fiziksel dünyanın dezavantajlarını geride bırakarak sosyal medya platformlarında onların hayat bulmalarını sağlar ve onların karakterlerine uygun hikayeleri kurgular. 3D influencerlar ile sosyal medya platformlarında içerik üreticilerin karşılaştığı zorlukları ortadan kaldırarak yenilikçi, sürdürülebilir ve doğrudan hedef kitleye hitap eden projeler tasarlar.","http://www.evecrude.com/"
"MEETGATE","Meetgate, adayların yetenek ve uyumunu objektif olarak tespit ederek, şirketlerin en doğru adayı en kısa sürede bulmasını sağlayan yapay zeka destekli aday değerlendirme platformudur.","https://meetgate.ai"
"DEEPWİSE TEKNOLOJİ","Lokasyon bazlı çalışan Enerji, Telekom firmalarının ve yerel yönetim sahalarının dijital ikizini oluşturan, yapay zeka destekli algoritması ile yatırım ve arıza tahminlemesi sunan platformdur.","https://deepwisetech.com/"
"Gamehunterz","Gamehunterz, oyun ve oyun içi ürünlerin (e-pin) fiyatlarını, onlarca güvenilir mağaza üzerinden karşılaştırarak, kullanıcılarını en uygun fiyatlı mağazalara yönlendirir. Buna ek olarak, kampanyalı ürünleri tek bir sayfada toplar. Ayrıca, üyelerine özel, ek avantajlar sağlar. Gamehunterz oyun oynayan kişilere verdiği hizmet kadar, oyun mağazalarına da hizmet verir. Mağazalara, rakipleri ile aralarındaki fiyat ve bilinirlik verileri hakkında bilgiler sağlar. Bu sayede, mağazaların pazarlama stratejilerini oluşturmalarına katkı sağlar. Gamehunterz 5 Sabancı Üniversitesi mezunu tarafından büyük hedeflerle kurulmuştur. Hedeflerine ulaşmak için oyun piyasalarının yanı sıra teknolojik yenilikleri de dikkatle takip etmektedirler. İlk olarak Türkiye’deki 16 milyonu aşan oyunsevere erişmeyi hedef edinmiş olan Gamehunterz, daha sonrasında uygun yurt dışı pazarlarına açılacaktır. Kurucu ortakların en büyük hedefi , oyunseverlerin oyun/e-pin almadan önce mutlaka Gamehunterz’ı ziyaret etmelerini ve bu sayede hem maddiyat hem de zaman açısından tasarruf etmelerini sağlamaktır. Buna ek olarak oyunseverlerin, oyunlarla alakalı her türlü bilgiye Gamehunterz üzerinden ulaşmalarını hedeflemektedirler. Yurtta oda arkadaşı olan 2 kurucu ortaklardan birinin aynı oyunu diğerinden çok daha uygun fiyata satın alması ile başlayan Gamehunterz’ın hikayesi, güçlü ve emin adımlarla devam etmektedir.","https://www.gamehunterz.com/"
"SKYMOD","Skymod Teknoloji, kurumsal şirketlere, güvenli ve özelleştirilebilir yapay zeka çözümleri sunarak iş süreçlerini otomatikleştirme ve verimliliği artırma imkanı sağlamaktadır. Diğer taraftan geliştirilen domain spesifik dil modeli sayesinde şirketlerin birçok verisini tek bir dil modelinde özelleştirerek maliyet etkin şekilde şirkete özel bir hale getirmekteyiz.","https://skymod.tech"
"TeklifimGelsin","TeklifimGelsin kullanıcıların, talepleri doğrultusunda finansal kuruluşların kişiye özel kredi, kredi kartı, yatırım ve sigorta tekliflerini 40 saniyenin altında karşılaştırarak başvuru yapabildikleri bir finansal pazaryeri platformudur. TeklifimGelsin, Findeks ve çeşitli veri setlerinin beslediği TeklifimGelsin Kredi Karnesi ile de kullanıcıların finansal okur yazarlığı arttırarak krediye ulaşmalarını kolaylaştırmaktadır.","http://www.teklifimgelsin.com/"
"Kobaküs"," Dijital bankacılığın kurallarını yeniden yazan Kobaküs’le, tüm banka hesaplarınızı bir arada, tek platformda ve aynı anda görüntüleyebilir, raporlayabilir ve takip edebilirsiniz.  Üstelik tüm bu süreci; uluslararası standartlarda güvenlik garantili, kolay kullanılabilen, tüm muhasebe ve banka sistemleriyle entegre edilmiş KOBAKÜS’le yönetebilirsiniz.","https://kobakus.com"
"IMONACLOUD"," Firma, ImonaCloud adı verilen Servis Olarak Yazılım (SaaS) yeri, pazar yeri ve bulut uygulamalarının hızlı gelişimi için kullanılan yazılım geliştirme platformuna sahiptir. Yazılım geliştirme platformuyla birlikte gerçekleştirdiği projelerle bulut teknolojisinde hizmet vermektedir. KOBİ’lerin; maliyeti düşük, donanım, yazılım lisansı gibi ilk yatırıma gerek olmayan, kiralama yöntemi ile sahip olunan yazılım ihtiyacının karşılanması amaçlıyor. Imona Ltd. bulut bilişim sistemleri alanında faaliyet göstererek haberleşme, bankacılık, sağlık ve medya sektöründe çalışmalarını yürütmekte; firmalara App Store imkanı sağlayarak katma değer yaratmaktadır.  Trading platformu sayesinde inovatif uygulama geliştirme olanağı sağlayan ImonaCloud firması API entegrasyonu ile ürün çeşitliliğine katkıda bulunmaktadır.","https://www.imona.com"
"TELEPORTER","Teleporter, katılmak istediğiniz canlı spor, müzik ve e-spor etkinliklerini oradaymış gibi deneyimleyebilmenizi sağlayan sanal gerçeklik teknolojisine dayalı yeni nesil bir deneyim platformudur. Dünyanın neresinde olursa olsun sizin gibi bu sistemi kullanan diğer arkadaşlarınızı da etkinlik alanında birer avatar olarak görüp iletişim kurabilir, etkinlik atmosferinin keyfini beraber çıkarabilirsiniz. Bu deneyimi yaşayabilmek için bir sanal gerçelik gözlüğü ve içine yerleştireceğiniz bir akıllı telefon yeterliyken, çok daha gelişmiş VR cihazlarıyla da aynı deneyimi yaşayabilmeniz mümkün. Teleporter, aynı zamanda etkinlik yayıncıları için kendi başlarına kolay entegre olabilecekleri ve kullanıcılarına VR etkinlik deneyimi sunabilecekleri güçlü bir altyapı sunmaktadır. Bu sayede, etkinlik sektörünün VR teknolojisine geçişini yeni bir bakış açısıyla kolaylaştırmakta, VR video olarak bilinen 360 derece videoların dezavantajlarını ortadan kaldırmaktadır. Teleporter, yıllar önce radyo ile dinlemeye, sonrasında TV ve internet ile izlemeye başladığımız uzaktaki etkinlikleri geleceğin medyasına taşıyarak nerede olursanız olun yaşayabilmenize imkan tanıyor.","teleporter.tv/tr"
"İnteraktif Kredi"," Hemen hepimiz birine borç vermeden önce borcun geri ödenip ödenmeyeceğini merak ederiz. Bankaların yanı sıra, ev-araç kiralama işi yapan kurumsallar, inşaat firmaları, senetli satış yapan bayiler, benzer konulu faaliyet yürüten web siteleri, ya da nasıl borçlu çalışabileceğini öğrenmek isteyen bireyseller, kısacası hemen hepimiz borç alıp vermeden önce bize yol gösterebileceğini umut ettiğimiz finansal raporlara ihtiyaç duyuyoruz. Projemiz; Kredi, araç ve gayrimenkul kiralama, senet ya da kurumlar arasında oluşabilecek borçlanmada hangi limitlerde çalışılmalı veya borcun geri ödenip ödenmeyeceği ile ilgili finansal raporların oluşturulmasıdır. Karar motorlarımız ve Findeksin iş ortaklığında oluşturduğumuz raporlar yeniden bir güven puanı oluşturarak ödeme gücü yüksek müşteriyi seçmede yardımcı olmaktadır. Experian ve Tr’deki bankaların kullandığına benzer bir algoritma ile gelir tahmin edilerek borç-gelir dengesi oluşturulur, daha sonra ödeme alışkanları ve kullanıcı talepleri birlikte analiz edilir, en sonunda ise kullanıcısına çalışıp çalışmama konusunda karar önerisinde bulunurken, müşterisine de borçlu çalışabilmesi için tavsiyelerde bulunuruz.","https://interaktifkredi.com.tr/"
"SCOUTIUM","Futbolseverler, futbolcular ve kulüpler için bir pazar yeri oluşturan kitle kaynaklı futbolcu gözlemciliği platformu Scoutium, Türk futbolundan başlayarak tüm dünyada oyuna etki etmeye hazırlanıyor. Girişim, keşfedilmeyi bekleyen ancak izlenmeyen futbolcuların ve futbolcular hakkında yeterli bilgiye erişemeden transfer yapan kulüplerin bu sorunlarını, futbola daha fazlasını vermeye hazır milyonlarca futbolseveri oyuna dâhil ederek çözmeyi amaçlıyor. Üç kurucu ortağın fikri hayata geçirmeye karar vermesiyle Nisan 2017’de İTÜ ARI Teknokent’e bağlı İTÜ Çekirdek Kuluçka Merkezi bünyesinde faaliyete geçen Scoutium’un ekibi İTÜ, ODTÜ ve Boğaziçi öğrenci ve mezunlarından oluşuyor. Scoutium, futbolseverlerden profesyonellerin belirlediği formatlarda aldığı futbolcu değerlendirmelerini gelişmiş algoritmalar ile süzgeçten geçirip, kulüplerin hizmetine oyuncular hakkında daha geniş ve sağlıklı bir bilgi havuzu sunuyor. Sistem, aynı zamanda kullanıcılar arasında isabetli değerlendirmeler yapanları ve futbol gözlemciliğine yatkın olanları da tespit ediyor ve yine profesyonellerin yapacağı mülakatlarla uygun bulunan kullanıcılar ‘Scoutium Gözlemcisi’ olarak tescillenip ve bu seçilmiş kullanıcıların kulüp ve futbolcuların açacağı ücretli görevleri gerçekleştirmeleri sağlanıyor. Scoutium ekibi, İTÜ Çekirdek’in sağladığı mentörlük imkanlarının yanında Göztepe, Kasımpaşa, Sivasspor gibi kulüplerden de danışmanlık ve teknik destek alıyor. Futbolseverlere gözlemcilik yeteneklerini web sitesi ve mobil uygulama üzerinden kanıtlama fırsatı veren Scoutium, yaklaşık 600.000 lisanslı futbolcu, 7.000 kulüp ve on binlerce futbol profesyonelini barındıran Türk futbol endüstrisinin bu önemli gereksinimini karşıladıktan sonra globalde 50.000.000 futbolcu ve 400.000 kulübün bulunduğu futbol pazarına açılmayı, ardından futbolla sınırlı kalmayıp tüm dünyadaki yetenekli sporcu ve gözlemcilerin keşfedilmesine ön ayak olarak spora küresel çapta katkı sağlamayı hedefliyor.","https://scoutium.com/"
"GENORİDE","Elektrikli bisikletler için yenilikçi bir pedal destek teknolojisi geliştirerek başlayan Genoride, teknolojisini entegre ettiği mikromobilite araçları ile üretim girişimine evrilmiş yenilikçi bir teknoloji ve üretim firmasıdır.","www.genoride.com"
"İltema","Ar-Ge çalışmalarına 2012 yılında başladığımız ısı yayan akıllı tekstillerin geliştirilmesi ve bunların ısınma ihtiyacı duyulan farklı uygulamalarda kullanılabilir ürünlere dönüştürülmesi amacıyla çıktığımız yolculuğumuz Mayıs 2016’da TÜBİTAK TEYDEB 1512 desteğiyle kurduğumuz İLTEMA şirketi bünyesinde devam etmektedir. İLTEMA, farklı disiplinlerin bir araya getirilmesiyle, yerli kaynaklar kullanılarak, yeni nesil ileri teknoloji malzemelerin araştırma ve geliştirme işlemlerinin gerçekleştirildiği ve bunların son kullanıcıya ulaşan ürünlere dönüştüğü bir merkez olmayı hedeflemektedir. İLTEMA olarak, geliştirdiğimiz ısı yayan akıllı tekstiller ve uygulamaları üzerine 2 patent, 2 ödül ve çok sayıda sergimiz bulunmaktadır. Bu ürünlerden bazıları prototip aşamasında bazıları ise ticari ürün haline gelmiş ve pazarlama aşamasındadır. MX8 sistemi yağmur, kar ve tozdan etkilenmeden zorlu hava koşullarında görev yapabilen, dikey kalkış̧ ve iniş kabiliyetine (VTOL) sahip yüksek performanslı ve özgün bir insansız hava aracı sistemidir.","http://www.iltema.net/"
"MAXWELL INNOVATIONS","Tek bir kişi tarafından taşınabilen ve kullanılabilen sistem saniyeler içerisinde uçuşa hazır hale gelir. Haritalama, yapı inceleme, hassas tarım uygulamaları, gaz kaçakları tespiti, arama-kurtarma, güvenlik ve askeri görevlerde etkin olarak kullanılabilen bir drone projesidir. Maxwell İTÜ Çekirdek BIG BANG 2015’te, 50 bin TL İTÜ ARI Teknokent Özel Ödülü ve İTÜ ARI Teknokent Kapalı Ofis Ödülü kazanmıştır.","https://itucekirdek.com/portfolio_page/maxwell-innovations/"
"3DRUBBER","3DRubber, araç üzerinde ortalama 50 adet olarak kullanılan kauçuk burçlarda ağırlık azaltma çalışmasıdır. Kauçuk burçlar yoldan ve aracın hareketli parçalarından gelen titreşim, şok ve darbeleri sönümleyerek araç gövdesine iletilmesini engelleyen konfor ihtiyacını sağlayan önemli parçalardır.","https://itucekirdek.com/portfolio_page/3drubber/"
"SekGames","Oyun sektöründe masaüstü ve mobil oyun platformlarına kıyasla yeni bir alan olan giyilebilir saatler için oyunlar ve bununla birlikte mobil oyunlar ve akıllı saatlerin birlikte kullanılabileceği çapraz platform oyunlar geliştirmekteyiz. Özellikle oyun sektöründe akıllı saatlerin iyi bir teknolojik altyapısı olmasına rağmen bildirim göstermekten çok da öteye gidemeyen işlevsizliğinin önüne geçerek oyun sektörünü farklı bir noktaya çekmeyi hedefliyoruz.","https://www.sekgames.com/"
"Kozalak","Kozalak, orman yangınlarında erken tespit ve uyarı sağlayan, hava kalitesi ölçen, zehirli, yanıcı ve patlayıcı gaz tespiti yapan bir IoT tabanlı bir sistem çözümüdür. CO2, ısı, nem ve barometrik sensörlerinden aldığı veriyi yorumlayarak, modülün 50m yarıçapındaki bölgede büyümeye başlayan bir yangını tespit etmekte ve ilgili yetkililere haber vererek,yangın büyümeden müdahale imkanı sağlamaktadır.","http://www.kozalak-iot.com/"
"Pulmocures (ParlaPharma )","ParlaPharma, akciğer ile ilgili hastalıklarda kullanılmak üzere solunum yoluyla uygulanan ilaçlar geliştirmektedir. Bu “hedeflemeli” ilaçlar, sektörde ”İnhalasyon İlaç Teknolojileri” olarak geçmektedir. İnhalasyon teknolojisi ile günümüzde ağız yoluyla veya damar yoluyla verilen ancak akciğerde etkinliği düşük olan birçok ilaç direkt akciğerlere hedeflenebilir ve çok daha düşük dozlarla daha yüksek etki sağlanabilir.","http://www.pulmocures.com/index.html"
"AXOLOTLBIO","AxolotlBio, yapay doku ve organ geliştirmeyi sağlayan 3D Bioprinter Sistemi sunmaktadır. AxolotBio’nun geliştirdiği 3D Bioprinting Sistemi sayesinde hastalardan alınan kök hücreler kullanarak yapay doku ve organlar üretilebilmektedir.","https://www.axolotlbio.com/"
"Hummıngdrone","Hummingdrone, başta tarım sektörü olmak üzere endüstriyel ihtiyaçlara yönelik otonom insansız hava aracı çözümleri sunan bir girişimdir. Hummingdrone, geliştirdiği analiz yazılımı INSPECT ve sabit kanatlı otonom drone AG ile haritalama ve inceleme hizmeti sunuyor. INSPECT, insansız hava aracı vasıtasıyla havadan çekilen görüntüleri makine öğrenmesi modelleriyle işleyerek değerli içgörülere dönüştüren bir bulut analiz platformudur. Kullanıcılara tarlalarındaki bitkilerin sağlık durumlarını, besin eksikliklerini, sulama ve drenaj problemlerini gösteren raporlar sunuyor. Hummingdrone, geliştirdiği çözümlerle büyük arazilerde bitki sağlığının hızla incelenmesini ve stres faktörlerinin erken tespit edilmesini sağlıyor. Bu sayede ekin kayıplarının önüne geçerken; su, gübre ve ilaç gibi tarımsal girdileri de azaltarak tarımsal üretimde verimliliğin artırılması hedefleniyor. Hummingdrone, tarım sektörü başta olmak üzere; enerji, şehir planlama, afet sonrası acil durum yönetimi ve sigortacılık sektörlerinde de havadan görüntüleme ve analiz çözümleri sunmayı planlıyor.","https://hummingdrone.co/"
"LYKTA GREENBOX"," Giderek kirlenen doğa, hızla artan nüfus ve şehirleşme gelecekte hayatlarımızın fanuslara hapsolacağını düşündürse de, bu fanusların içerisini yaşanabilir kılmak artık mümkün. Adını İsveççe “fanus” anlamına gelen “lykta”dan alan LYKTA GREENBOX, sürdürülebilir tarım ve beslenme alanında inovatif çözümler sunmayı hedefleyen girişimciler tarafından kurulmuştur.  Bir İsveç seyahati sırasında; aylarca güneşi görmeyen ve ekilebilir tarım arazileri olmadığı için tüm sebze ve meyvelerini ithal etmek zorunda kalan İskandinav ülkelerindeki ihtiyacı görüp, çözüm sunmak adına ortak hobilerini inovatif bir bilim ve teknoloji şirketine dönüştürmek için LYKTA GREENBOX markası ile LEOS BİLİM TEKNOLOJİ A.Ş.’yi kurmaya karar vermişlerdir.  Petrol Mühendisi Ertaç ÇİFTÇİ, Avukat Melis ÇİFTÇİ ve Endüstri Mühendisi Doç.Dr.Sinan APAK’ın ortak girişimi olan LYKTA GREENBOX, daha sonra Ziraat Mühendisi, Makine Mühendisi ve Elektrik-Elektronik Mühendislerinin de katılması ile multi-disipliner bir girişim haline gelmiştir. Enerji, mühendislik, hukuk, şirket yönetimi ve pazarlama alanlarındaki 20 yılı aşkın tecrübelerine, tarım ve teknolojiye olan ilgilerini de ekleyerek, söz konusu projelerini ticari faaliyete dönüştürmeyi ve geleceğe yön veren, istihdam yaratan bir teknoloji ve inovasyon firması olmayı hedeflemektedirler.  Geliştirdikleri Aeroponik İç Ortam Bitki Yetiştirme Modülleri ile tarıma elverişli toprakları olmayan, yeterince gün ışığı alamayan, suyun yetersiz olduğu ortamlarda ve mega kentlerde organik sebze ve meyve yetiştirmek artık mümkün olmaktadır. LYKTA GREENBOX evler ve ofisler için lykta hemma-wall, lykta hemma-table ve lykta-desktop isimlerinde üç farklı boyutta ve tasarımda ürünlerden oluşmaktadır. Ayrıca çocuklar için Sihirli Fasulyeler isimli eğitici bir ürünleri de bulunmaktadır.","http://www.lyktagreenbox.com/"
"esular","Kablosuz ve pilli tam otomatik IoT yapılı akıllı sulama sistemi alt yapımız ile çiftçileri, uygulayıcıları ve üreticileri bir araya getirirken etkin akıllı sulama çözümü sunuyoruz. Kablosuz, pille çalışan vana, sensörler ve merkez kontrol ünitesinden oluşan donanım ürünlerine ve bunları mobil ve web uygulama ile yöneten bulut tabanlı yapay zeka destekli yazılımlara sahibiz. IoT yapılı sistemimiz ile tarımsal, peyzaj ve özel sulama alanları için sensör destekli etkin, kablosuz, otomatik, akıllı sulama çözümü sunuyoruz. Ürünlerimiz pilli ve kablosuz şekilde çalışıyor. Bu sayede pratik kurulum ve kullanım imkanını çok uygun maliyetle sağlayarak akıllı sulama altyapı hizmeti sağlayabilmekteyiz. esular olarak öncelikle tarım alanları ve açık geniş tarım arazileri olmak üzere her tip sulama bölgesinde çok noktadan, kablolama ve elektrik ihtiyacı olmadan tüm sulama sürecinin otomatik olarak yönetilmesini sağlıyoruz. Bunun dışında her tip tarımsal sulama, şehir içi parklar, peyzaj alanlarının sulanmasında ve özel sulama alanları diye tabir ettiğimiz villalar, site bahçeleri, oteller, golf sahaları, futbol sahaları gibi geniş alanlarda akıllı sulama teknolojilerimizi kullanabiliyoruz. Kısaca su kontrol teknolojilerinin ihtiyaç duyulduğu her alanda kablolama ve elektrik ihtiyacına gerek duymadan çok noktadan su kontrolünü, gübreleme ve sulama kalitesinin takibini sağlayan sensör destekli akıllı sulama çözümü sağlayabilmekteyiz.","https://esular.com/"
"kidolog","Kidolog,ebeveyn danışmanlık platformudur.Ebeveyenlere gebelik dönemi öncesinden çocuklarını 18 yaşına getirene kadar ki süreçte ihtiyacım. duyabilecekleri tüm alanlarda online uzman desteği sağlanmaktadır.Emzirme danışmanlığından çocuk gelişim uzmanlarına psikolog ve diyetisyenlere kadar 10 farklı kategoride uzman kişiler ve yapay zeka destekli sanal uzmanlarla dünyanın her yerindeki ebeveynlere yerel dilde hizmet vermekteyiz.Sürekli büyüyen bir pazara sahibiz.İngiltere pazarına açılarak globaldeki ilk adımımızı attık.","http://www.kidolog.com/"
