startupName,description,WebsiteLink
Kobimen Akademi,"Mentorluk platformu, girişimci-mentor eşleşmesi",https://kobimen.com/
Kodsafe," ItsMee her alanda networking yapmak isteyen kişilerin sürdürülebilir bir şekilde bağlantı kurmasını, yönetmesini ve geliştirmesini sağladığı gibi etkinlik yönetimi alanında da dijital ve pratik çözümler sağlamak için kurulmuş bir mobil platformdur.",https://btm.istanbul/girisimler/kodsafe
Komsubostan.com,Feedl.io e-ticaret altyapısının kalbinde bulunan ve e-ticaret reklamları için ihtiyaç duyulan product feed servisini geliştiren yerli bir girişimdir.,https://www.komsubostan.com
Kozalak,"AxolotlBio, yapay doku ve organ geliştirmeyi sağlayan 3D Bioprinter Sistemi sunmaktadır.",http://www.kozalak-iot.com/
KreatifBiri," ForFarming evlerde ve işyerlerinde kullanılma üzere tasarlanmış ölçülebilir, kontrol edilebilir ve raporlanabilir IOT tabanlı tarım teknoloji girişimidir.",https://btm.istanbul/girisimler/kreatifbiri
Kube,"FilameX mini filament makinesi ile yanlış basılmış ürünlerinizden, atık plastiklerinizden veya ham plastik granüllerden filament üreterek üç boyutlu yazıcılarınızda kullanabilirsiniz.",https://kube.company/
Kıtkıt,7-17 yaş arası öğrencilere yönelik robotik ve kodlama eğitimleri veren eğitim merkezleri zinciridir.,https://btm.istanbul/girisimler/kitkit
Kıyaslio,"Dikimall size özel tasarlanmış ve beden ölçülerinize göre dikilmiş kıyafetleri, hem ucuza hem de zahmet çekmeden ayağınıza getirtebileceğiniz bir sosyal medya ve pazar yeri uygulamasıdır.",https://btm.istanbul/girisimler/kiyaslio
LABX,"Erken aşama girişim yatırımları, yatırımcı eşleştirme",https://labx.vc/
LISA," Sosyal medyadaki içeriklerin etkileşimi çok önemliyken, potansiyeli düşük içerikler yanlış anahtar kelimelerle paylaşılıyor ve pazarlama faaliyetlerinin başarısı düşüyor. Bunun yanında içerik seçme süreci çok fazla zaman alıyor. Temeline yapay zeka teknolojisi yerleştirilerek geliştirilen Insprea bu süreci tamamen otomatik hale getiriyor, markalara, fenomenlere ve ajanslara en doğru görseli ve anahtar kelimeleri saniyeler içerisinde seçme imkanı sağlıyor. Bu sayede; kullanıcılar kaliteli görsellerle etkileşim oranlarını yükseltirken, doğru anahtar kelimelerle hedef kitlelerine ulaşıyorlar.  500 milyonu aşan aktif kullanıcı sayısına rağmen çift haneli büyümesini sürdüren ve %100’e yaklaşan marka adaptasyonuyla, en iyi pazar konumundaki Instagram’da hizmet veren Insprea uzun vadede görsel içeriğin ön planda olduğu bütün mecralarda karar mekanizması olmayı hedefliyor.  Uygulamayı indirmek için tıklayınız. EyeCheckup – Görme kaybını önleme amaçlı Yapay Zeka ile göz tarama sistemi. EyeCheckup göz doktoruna ulaşma imkanı olmayan kişilerin rutin göz kontrolü için Sağlık Ocaklarında veya gezici Sağlık tarama ekiplerince kullanılabilir. 2019 Yılında Taner Palamutcu tarafından kurulan STORK CAMPER; global pazarda güçlü bir marka olma yolculuğunda, AR-GE’ye de verdiği önemle, sayısal tasarım ve inovatif üretim teknolojilerini kullanarak modüler yaşam çözümleri üretmektedir.",https://www.asklisa.ai
LYKTA GREENBOX," Bir İsveç seyahati sırasında; aylarca güneşi görmeyen ve ekilebilir tarım arazileri olmadığı için tüm sebze ve meyvelerini ithal etmek zorunda kalan İskandinav ülkelerindeki ihtiyacı görüp, çözüm sunmak adına ortak hobilerini inovatif bir bilim ve teknoloji şirketine dönüştürmek için LYKTA GREENBOX markası ile LEOS BİLİM TEKNOLOJİ A.Ş.’yi kurmaya karar vermişlerdir.  Petrol Mühendisi Ertaç ÇİFTÇİ, Avukat Melis ÇİFTÇİ ve Endüstri Mühendisi Doç.Dr.Sinan APAK’ın ortak girişimi olan LYKTA GREENBOX, daha sonra Ziraat Mühendisi, Makine Mühendisi ve Elektrik-Elektronik Mühendislerinin de katılması ile multi-disipliner bir girişim haline gelmiştir. Enerji, mühendislik, hukuk, şirket yönetimi ve pazarlama alanlarındaki 20 yılı aşkın tecrübelerine, tarım ve teknolojiye olan ilgilerini de ekleyerek, söz konusu projelerini ticari faaliyete dönüştürmeyi ve geleceğe yön veren, istihdam yaratan bir teknoloji ve inovasyon firması olmayı hedeflemektedirler.  Geliştirdikleri Aeroponik İç Ortam Bitki Yetiştirme Modülleri ile tarıma elverişli toprakları olmayan, yeterince gün ışığı alamayan, suyun yetersiz olduğu ortamlarda ve mega kentlerde organik sebze ve meyve yetiştirmek artık mümkün olmaktadır. LYKTA GREENBOX evler ve ofisler için lykta hemma-wall, lykta hemma-table ve lykta-desktop isimlerinde üç farklı boyutta ve tasarımda ürünlerden oluşmaktadır. Ayrıca çocuklar için Sihirli Fasulyeler isimli eğitici bir ürünleri de bulunmaktadır. Geleceğin evleri ve ofisleri için de çözümleri olan LYKTA GREENBOX ekibi, akıllı bahçeleri olan binalar için yenilikçi mimarlık firmaları ile ortak çalışma yürütmektedir. Kablosuz ve pilli tam otomatik IoT yapılı akıllı sulama sistemi alt yapımız ile çiftçileri, uygulayıcıları ve üreticileri bir araya getirirken etkin akıllı sulama çözümü sunuyoruz. Kablosuz, pille çalışan vana, sensörler ve merkez kontrol ünitesinden oluşan donanım ürünlerine ve bunları mobil ve web uygulama ile yöneten bulut tabanlı yapay zeka destekli yazılımlara sahibiz. IoT yapılı sistemimiz ile tarımsal, peyzaj ve özel sulama alanları için sensör destekli etkin, kablosuz, otomatik, akıllı sulama çözümü sunuyoruz. Ürünlerimiz pilli ve kablosuz şekilde çalışıyor. Bu sayede pratik kurulum ve kullanım imkanını çok uygun maliyetle sağlayarak akıllı sulama altyapı hizmeti sağlayabilmekteyiz. esular olarak öncelikle tarım alanları ve açık geniş tarım arazileri olmak üzere her tip sulama bölgesinde çok noktadan, kablolama ve elektrik ihtiyacı olmadan tüm sulama sürecinin otomatik olarak yönetilmesini sağlıyoruz. Bunun dışında her tip tarımsal sulama, şehir içi parklar, peyzaj alanlarının sulanmasında ve özel sulama alanları diye tabir ettiğimiz villalar, site bahçeleri, oteller, golf sahaları, futbol sahaları gibi geniş alanlarda akıllı sulama teknolojilerimizi kullanabiliyoruz. Kısaca su kontrol teknolojilerinin ihtiyaç duyulduğu her alanda kablolama ve elektrik ihtiyacına gerek duymadan çok noktadan su kontrolünü, gübreleme ve sulama kalitesinin takibini sağlayan sensör destekli akıllı sulama çözümü sağlayabilmekteyiz. Kidolog,ebeveyn danışmanlık platformudur.Ebeveyenlere gebelik dönemi öncesinden çocuklarını 18 yaşına getirene kadar ki süreçte ihtiyacım. duyabilecekleri tüm alanlarda online uzman desteği sağlanmaktadır.Emzirme danışmanlığından çocuk gelişim uzmanlarına psikolog ve diyetisyenlere kadar 10 farklı kategoride uzman kişiler ve yapay zeka destekli sanal uzmanlarla dünyanın her yerindeki ebeveynlere yerel dilde hizmet vermekteyiz.Sürekli büyüyen bir pazara sahibiz.İngiltere pazarına açılarak globaldeki ilk adımımızı attık.",http://www.lyktagreenbox.com/
Laska,"Laska’nın çözümü, Birleşmiş Milletler’in 17 Sürdürülebilir Kalkınma Hedefinden 7’sine katkıda bulunuyor. Frontend Copilot that transforms Figma designs into professional responsive react code, handling images, fonts, and styles automatically—so you can skip the busywork and focus on building great products. Airsqreen, açıkhava reklamcılığını modernize etmeyi amaçlayan, TÜBİTAK destekli bir teknoloji şirketidir. Akıllıfon yatırımcıların risk profili ve beklentileri doğrultusunda algoritmalara dayalı olarak yatırımcıya özel optimal varlık dağılımı sunan, portföyleri anlık olarak izleyen ve yöneten bir robo danışmanlık teknolojisi sunuyor.",https://www.laska.com.tr/
Latissim,Wastespresso dünyamızda her yıl oluşan tonlarca kahve atığını işleyerek sürdürebilir ve doğal pipetler üretir.,https://latissim.com/
Law Podcast,Peeper kurumların araştırma ihtiyaçlarına hızlı ve güvenilir çözümler üretmektedir.,https://btm.istanbul/girisimler/lawpodcast-media
Learch,"SKEB Studios, 2018 yılında yüksek kaliteli bilgisayar oyunları geliştirmek amacıyla dört arkadaşın bir araya gelmesiyle oluşan bir şirkettir. Kurulduğu ilk yılda geliştirdikleri ""Colony Chapter One: Inception"" adlı bilim kurgu - macera oyunuyla Gaming İstanbul'da Indie alanında kendini kanıtlamış ve ödül sahibi olmuştur. 2020 yılından itibaren mobil oyun alanında hypercasual oyunlar üretmektedir.",https://btm.istanbul/girisimler/learch
Let's Steps,"ECUP 4-15 yaşındaki çocukların bilişsel becerilerini geliştirerek, dikkat, işlem hızı, fonolojik beceriler gibi 20+ beceri hakkında tespit, gelişim ve takip sağlayan bir programdır.",https://btm.istanbul/girisimler/letssteps-app
LetWOM,"Dijital dünyanın anahtarı olan programatik reklamcılık, Looka’nın geliştirdiği AdsLab ile artık çok daha etkili. Akıllı bir platform olan AdsLab, programatik reklamcılığa yazılım desteği ve yapay zeka entegrasyonu getirerek, reklam verenler, yayıncılar ve kullanıcıların gelişen ihtiyaçlarına cevap veriyor. Looka olarak sektörün ihtiyaçları doğrultusunda, yapay zeka teknolojisi ile kullanıcı verilerini analiz edip, gelişmiş api teknolojilerinin sunduğu esneklik ile yazılımı geliştirip, başta reklam verenler, yayıncılar ve tüketiciler olmak üzere tüm paydaşlarımızın yaşadığı problemlere daha efektif, eşitlikçi ve yüksek verimli reklam çözümleri sunuyoruz.",https://btm.istanbul/girisimler/letwom
Letven Capital,Yatırım + CTO destekli yazılım girişimlerine özel model,https://letven.com/
Lifount,"Direct araç ve motor ile ulaşım hizmeti veren bir mobil uygulamadır. Longstage, metaverse tabanlı üç boyutlu toplantı ve etkinlik uygulamasıdır.",https://btm.istanbul/girisimler/lifount
LinqiApp,"İhracat yapan veya ihracata başlamak isteyen KOBİleri operasyonel ve finansal açılardan analiz edip, firma yapısına ve amaçlarına uygun olarak, yapay zeka desteğiyle firmaya özel oluşturulan tedarik zinciri model önerileri sunarak sürdülülebilir ticaret yapmalarını amaçlayan yapay zeka destekli SaaS ürünü.",https://www.linqiapp.com/
Lojipark,teslim etmenizi sağlayan bir sistem.,https://btm.istanbul/girisimler/lojipark
Longstage," Çekilişlere katılmayı, ücretsiz ürün kazanmayı seven insanlar ve sosyal medya kitlelerini büyütmek isteyen firma, kuruluş ve influencerlara yönelik platform.",https://btm.istanbul/girisimler/Longstage
Looka Lab,,https://lookalab.com.tr
Ludens Robo Advisory,"Avokadio kişisel sağlık ve wellness alanında teknolojik çözümler üreten bir girişimdir. Taşınabilir cihazlar ile nefesdeki bazı gazları ( keton,amonyak, hidrojen ve metan ) ölçerek , kullanıcının metabolizma sağlığını ve beslenme alışkanlıklarının etkisini takip etmesine ve veriye dayalı beslenme tavsiyesi almasına olanak sağlamaktadır. Modern çağın en önemli sorunlarından biri olan obezite ve kilo problemlerine çözüm getirmek için nano teknoloji senörler, nesnelerin interneti ( IOT ) ve beslenme bilimini birleştiren girişim, iş geliştirme, teknoloji ve beslenme alanında uzman 3 kurucu ortaktan oluşmaktadır. Yeni nesil otomobil üretimi tasarruflu yakıt tüketimi, CO2 salınımı çevreye duyarlılık ile ilgili yapılan yeni regülasyonlar nedeniyle büyük bir değişim geçirmektedir. Otomobil yapısında kullanılan çelik, alüminyum gibi yapısal malzemelerin yerini, özellikle araçların ağırlığını azaltmak amacı ile fiber takviyeli plastikler almaktadir (BMW-i Projesi vb.). Çelik ve alüminyum gibi seri üretimi optimize edilmiş bu malzemelerin, fiber takviyeli plastiklerle degiştirilmesi parça başına çok hızlı üretime uygun ve katma değeri yüksek plastiklerin geliştirilmesi ihtiyacını doğurmuştur. Avrupa Otomotiv Sanayi’nde çok yeni olan bu özel plastik formülasyonları, ne yazık ki Türkiye’de daha kuluçka aşamasındadır ve bu alanda üretim yapan yerli üreticiler yok denecek kadar azdir.",https://www.ludens.com.tr/
Lugath,"2019 Bigbang girişimlerinden olan Cineshort, küresel ölçekte sinemaseverleri, seyir zevki yüksek harika kısa filmlerle buluşturan bir mobil uygulama platformudur. Aynı zamanda yarattığı inovatif gelir modeli ile yönetmenlerin de eserlerinden kazanç sağlamasını sağlar. Cineshort, platformunda sizi bekleyen binlerce filmiyle App Store ve Google Play’de, indirmesi izlemesi sizde!",https://www.lugath.com/
Lukwise,"Museleon, Türkiye gibi turizm cenneti olan bir ülkeden başlayarak dünya genelinde cazibe merkezi olmuş kültür ve turizm bölgelerini gezmek, deneyimlemek isteyen turistler için dijital bir cep asistanıdır. Artırılmış gerçeklik teknolojisini kullanarak gezme deneyimine yeni bir soluk getirir ve bariyerleri ortadan kaldırır.",https://www.lukwise.com/
Lumnion,"Uyumak ve nefes almak insanoğlunun temel ihtiyaçlarından ikisini oluşturmaktadır. Obstrüktif Uyku Apnesi Sendromu, (OUAS) kişi uyku sırasındayken bu temel ihtiyaçların karşılanmasını büyük ölçüde engelleyerek sağlımızı riske atmaktadır. Uyku süresince kasların gevşemesinin ve yer çekiminin de etkisiyle ağız içi yumuşak dokusu çökerek havayolunu geçici sürelerde tıkamaktadır. Bu durum gece boyunca defalarca gerçekleşerek uyku kalitesini düşürmekle kalmayıp, vücudun ihtiyaç duyduğu oksijeni alamaması ile sonuçlanmaktadır. Hastalığın yaygın belirtilerinden bazıları horlama, gündüz uyku hali, hafıza problemleri ve konsantrasyon bozukluğu olarak sıralanabilir. Belirtiler yeterince rahatsız edici gözükse de, tedavi edilmemiş OUAS hipertansiyon, diyabet ve kardiyovasküler problemler gibi çok daha ciddi sağlık sorunlarına sebep olabilmektedir.",www.lumnion.com
MAXWELL INNOVATIONS,"Tek bir kişi tarafından taşınabilen ve kullanılabilen sistem saniyeler içerisinde uçuşa hazır hale gelir. Haritalama, yapı inceleme, hassas tarım uygulamaları, gaz kaçakları tespiti, arama-kurtarma, güvenlik ve askeri görevlerde etkin olarak kullanılabilen bir drone projesidir. Maxwell İTÜ Çekirdek BIG BANG 2015’te, 50 bin TL İTÜ ARI Teknokent Özel Ödülü ve İTÜ ARI Teknokent Kapalı Ofis Ödülü kazanmıştır. 3DRubber, araç üzerinde ortalama 50 adet olarak kullanılan kauçuk burçlarda ağırlık azaltma çalışmasıdır. Kauçuk burçlar yoldan ve aracın hareketli parçalarından gelen titreşim, şok ve darbeleri sönümleyerek araç gövdesine iletilmesini engelleyen konfor ihtiyacını sağlayan önemli parçalardır.  Kullanılan özel geometri ve üretim yöntemi ile kauçuk burçlarda minimum 30 gr. araç üzerine ise minimum 1,5 kg’lik ağırlık azaltılması hedeflenmektedir. Bu sayede CO2 emisyon değerinin yılda minimum yüzde 2 düşürülmesi ve yılda minimum yüzde 5 yakıt tasarrufu sağlanması beklenmektedir. Aynı zamanda boşluklu geometri sayesinde parçanın ısınması azaltılarak ömrü arttırılmaktadır. Sürtünmeden kaynaklı kauçuk sertleşmesi azaltılmakta ve bu sayede sertleşme etkisi ile oluşan ses ve titreşim probleminin önüne geçilmektedir.",https://itucekirdek.com/portfolio_page/maxwell-innovations/
MD RESEARCH & DEV,"Projenin amacı kanser tedavisinde kullanılan lineer hızlandırıcıların (LİNAK) tüm kalite kontrollerini gerçekleştirebilen tek bir cihaz geliştirmektir. Zamanında yapılması gereken testlerin yapılmaması ve LİNAK cihazında meydana gelebilecek olası sapmaların tespit edilememesi durumunda tümöre verilmesi gereken tedavi dozunun verilememesi ve tedavinin başarısız olması söz konusudur. Dolayısıyla LİNAK cihazının kalite kontrolü LİNAK cihazından daha önemlidir. Bu yüzden LİNAK cihazlarının belirli aralıklarla kalite kontrollerinin yapılması gerekmektedir. Proje kapsamında geliştirilmekte olan cihaz, ışığı algılayabilen optik sensörleri, lazer dedektörleri, elektronik devreleri ve ölçüm sonuçlarını analiz etmeyi sağlayan yazılımı ile LİNAK kalite kontrollerini gerçekleştirebilen kompakt bir cihazıdır. Ayrıca mekanik kalite kontrollerin büyük bir kısmı kullanıcının göz yardımıyla yaptığı testlerdir dolayısıyla ölçümler kullanıcıdan kullanıcıya farklılık gösterebilmektedir. Ancak UFC kalite kontrol cihazının bu ölçümleri optik sensörleri kullanarak yapmasıyla birlikte kullanıcıdan tamamen bağımsız hale gelinmektedir. UFC kalite kontrol cihazı radyasyon onkolojisi bölümlerinde kullanılan LİNAK cihazlarının rutin olarak yapılması gereken kalite kontrollerinin hızlı, hassas ve doğru bir şekilde yapılmasını sağlar. Günümüzde kullanılan mekanik kalite kontrol aletlerinden daha hızlı, hassas ve kullanıcıdan bağımsız ölçümler alarak diğer alet ve ekipmanların tümünün yaptığı işi tek başına yapabilmektedir. Dolayısıyla radyasyon onkolojisi bölümlerinde kalite kontrol için harcanan süreyi azaltarak iş yükünü hafifletmektedir. Elaves, 0-3 yaş arası çocukların bilişsel gelişimine uygun, çoklu dil edinimini destekleyen ekransız akıllı oyuncaklar ve ebeveynler için yönetim uygulaması geliştiren bir eğitim ve teknoloji şirketidir. Geleneksel el sanatları hakkında farkındalık ve talep oluşturmayı amaçlayan bir sosyal girişimdir.",https://itucekirdek.com/portfolio_page/md-research-development/
MEETGATE,"Gamehunterz, oyun ve oyun içi ürünlerin (e-pin) fiyatlarını, onlarca güvenilir mağaza üzerinden karşılaştırarak, kullanıcılarını en uygun fiyatlı mağazalara yönlendirir. Buna ek olarak, kampanyalı ürünleri tek bir sayfada toplar. Ayrıca, üyelerine özel, ek avantajlar sağlar. Gamehunterz oyun oynayan kişilere verdiği hizmet kadar, oyun mağazalarına da hizmet verir. Mağazalara, rakipleri ile aralarındaki fiyat ve bilinirlik verileri hakkında bilgiler sağlar. Bu sayede, mağazaların pazarlama stratejilerini oluşturmalarına katkı sağlar. Gamehunterz 5 Sabancı Üniversitesi mezunu tarafından büyük hedeflerle kurulmuştur. Hedeflerine ulaşmak için oyun piyasalarının yanı sıra teknolojik yenilikleri de dikkatle takip etmektedirler. İlk olarak Türkiye’deki 16 milyonu aşan oyunsevere erişmeyi hedef edinmiş olan Gamehunterz, daha sonrasında uygun yurt dışı pazarlarına açılacaktır. Kurucu ortakların en büyük hedefi , oyunseverlerin oyun/e-pin almadan önce mutlaka Gamehunterz’ı ziyaret etmelerini ve bu sayede hem maddiyat hem de zaman açısından tasarruf etmelerini sağlamaktır. Buna ek olarak oyunseverlerin, oyunlarla alakalı her türlü bilgiye Gamehunterz üzerinden ulaşmalarını hedeflemektedirler. Yurtta oda arkadaşı olan 2 kurucu ortaklardan birinin aynı oyunu diğerinden çok daha uygun fiyata satın alması ile başlayan Gamehunterz’ın hikayesi, güçlü ve emin adımlarla devam etmektedir.",https://meetgate.ai
META-LOL,"Meta’nın oyun dünyasındaki kelime anlamını moda olarak tanımlayabiliriz. LoL de tahmin edeceğiniz üzere League of Legends’ın kısaltılması. Bu bağlamda META-LOL’ü League of Legends’ın modasına ayna tutan bir platform olarak nitelemek yanlış olmayacaktır. Yaratmış olduğumuz içerikler sayesinde kullanıcılarımız, tabiri caizse oyun oynarken ne giymeleri gerektiğine karar veriyor. Diğer tüm moda unsurlarında olduğu gibi League of Legends modasında da değişim değişmeyen tek gerçek. Bu gerçek de bize olan ihtiyacı baki kılan yegane özellik. Kasım 2015’te çalışmalarına başladığımız platform, Mayıs 2015’ten bu yana kesintisiz olarak kullanıcılarına hizmet vermeye devam etmektedir. Açıldığı ilk günden bu yana kitlenin yoğun ilgisine maruz kalan META-LOL, son iki yıldır kendi alanındaki internet siteleri arasında zirveyi kimseye kaptırmamıştır. Önümüzdeki dönemde, localde yakalamış olduğumuz başarıyı globale taşıyıp; platformu diğer e-spor oyunlarına entegre edeceğiz. Ludens Roboadvisory, kişiye özel bir yatırım yönetimi platformudur. Bu ürün, küçük birikim sahiplerine özel hizmet veren dijital yatırım danışmanıdır. Ülkemizde ve dünyada geleneksel yatırım danışmanlığı ancak yüksek meblağda yatırımları olan kişilerin faydalanabildiği bir hizmet. Ülkemizdeki son istatistiklere göre sadece 150 bin kişinin banka hesabında 1 milyon TL ve üzerinde para var. Küçük tasarruflarını değerlendirmek isteyen çoğunluk için bu hizmet ulaşılabilir değil. Öte yandan, bu küçük yatırımcıların kendi kendilerine yatırım kararı alabilecek finansal bilgi birikimleri yok. Yanlış yönlendirilme ya da hiç yönlendirilmeme neticesinde paraları genellikle enflasyona karşı eriyor. Ludens Roboadvisory, yatırım kararlarında yalnız kalan bu yatırımcılar için çözüm oluşturuyor. Nobel ödüllü bir finansal yönteme dayalı, akıllı bir algoritma ile portföyler oluşturuyor. Bu portföyler tamamen kişiye özel ve dinamik. Kullanıcı bunu dijital ve interaktif bir ortamda deneyimliyor. Portföyün performansını sürekli olarak takip edebiliyor. Portföyler piyasadaki değişimlere göre sürekli dinamik bir şekilde yenileniyor. Ludens Roboadvisory’nin çıkış noktası küçük yatırımcıların ücretsiz yatırım danışmanlığı hizmeti alabilmesi. Ludens Roboadvisory Prof. Dr. Serra Eren Sarıoğlu ve Dr. Nazlı Kalfa Baş tarafından kurulmuştur. Big Bang 2019’da ilk 20 girişim arasında yer almıştır.",https://itucekirdek.com/portfolio_page/meta-lol/
METROBİ," Şu an Boston ve İstanbul’da denemeleri yapılan sistem trafik durumunu anı anına hesaplayan teknolojisiyle var olan sistemlerden çok daha başarılı sonuçlar elde etmektedir. Çözümlerini uluslararası alanda sunan şirket şu an için akıllı telefon uygulaması, akıllı durak yazılımları, taşıt içi bilgilendirme ve toplu ulaşım yönetim – takip sistemleri sağlamaktadır. Sorbil yapay zeka destekli, kişiselleştirilmiş öğrenimle, eğitim hedeflerine ulaşamayan kişilerin efektif bir şekilde öğrenmesini sağlar. About This Project",company.metrobi.com
MEVP (Middle East Venture Partners),Orta Doğu ve Kuzey Afrika teknoloji fonu,https://mevp.com/
MEŞK,"Meşk’in kuruluş öyküsü, müzik geleneği bakımından şanslı bir coğrafyada yaşamamız, fakat kendi müziğimizin eğitimi üzerine geliştirilmiş kolay erişilebilir, teknolojik bir eğitim aracı olmayışından yola çıkıyor. Usta-çırak arasındaki geleneksel eğitim sistemini (meşk) temel alan uygulama; interaktif ara yüzü ile kullanıcıya dijital ortamda keyifli bir öğrenme deneyimi sunuyor. Geliştirilen ses teknolojisi; kullanıcının sesini analiz edip anlık geri bildirimler vererek hatalı icra edilen seslerin düzeltilmesini sağlıyor. Oyunlaştırma teknikleri ile; kolay ve eğlenceli, teori yerine icra odaklı bir öğrenme süreci müzik severler ile buluşmayı bekliyor. Meşk, müzik hobisini geliştirmek isteyen ama günümüz koşullarında özel derslere vakit ayıramayanlar için mekân ve zaman bağımsız olarak müzik öğrenme imkânı sunuyor. Uygulama ayrıca aktif olarak müzik eğitimine devam edenler için ise yardımcı araç olmak üzere tasarlanıyor. Profesyonel müzisyen ve eğitimciler de uygulamanın özel Tarihsel Akort modülü ile Aşık Veysel, Hacı Taşan gibi pek çok ustanın orijinal frekanslarını, sazları akortlamakta kullanabiliyorlar. Uygulamanın minimal diyebileceğimiz ilk sürümü 2020 yılının ilk yarısında, tüm mobil platformlarda yerini alacak. İlk sürümün içeriğinde “Bağlama Akort Modülü”, “Tarihsel Akort Aleti” ücretsiz olarak kullanıcıların beğenisine sunulacak. Şu an test aşamasında olan Meşk’in tam sürümü ise; en geç, 2020 yılı ikinci yarısında mobil marketlerde yerini almış olacak. Çok kanallı alışverişçilerin oranı teknoloji kullanımının yaygınlaşmasıyla artış gösterirken tüketicilerin sanal mağazalarda kullanmaya alıştıkları özelliklerin “tuğla mağazalar” içerisinde sunulmaya başlanılmasıyla yeni bir mağazacılık anlayışı doğmuştur. Bu durumu fırsat olarak değerlendiren Bunsar ekibinin tasarladığı “Akıllı Ayna” kullanıcıyı “artırılmış gerçeklik” yöntemiyle giydiren yenilikçi bir teknolojidir. 3B giysileri sınırsız açıdan gösterebilir; canlandırdığı kumaş tepkileriyle gerçeklik hissiyatı yaratır; tüketiciye farklı bir “alışveriş deneyimi” sunar.",https://www.meskteknoloji.com/
MIOTE,"Çevre kirliliğine ve karbon salımına yol açan petrol bazlı malzemelerin kullanımını azaltmak için, mantar ve tarımsal atık kullanarak doğada kısa sürede tamamen çözünebilen kompozit malzemelerin tasarımı ve üretimini yapıyoruz. Ürünümüz kozmetik, gıda, cam ve hediyelik eşya, mobilya, e-ticaret, elektronik ve hassas cihazların kargosunda kullanılan strafor, polietilen ve havalı balon gibi plastik ambalajların yerine ikame olarak pazarda yer alacaktır. Ürünlerimiz toprakta kısa sürede %100 kompost edilebiliyor. Bu şekilde atık toplama ve geri dönüşüm operasyon ve maliyetlerini azaltabiliyoruz. Tarımsal atıklarla ileri dönüşüm yaptığımızdan hammadde zamlarından plastiğe göre daha az etkileniyoruz. Plastiğe göre %90 daha düşük enerji ile üretim yapabiliyoruz, bu sayede karbon salımını azaltabiliyoruz. Ürünlerimiz ısıya, suya, darbelere karşı dayanıklıdır ve yanmazlık özelliği vardır. Önümüzdeki dönemde hedefimiz mantar ambalaj ürünlerimize ek olarak, ısı ve yalıtım ürünleri tasarlayarak yapı sektöründe inovatif ve doğaya zarar vermeyen ürünlerle yer almak.",www.miote.com.tr
MUUVTO,"Endüstri ve lojistik alanında yürütülen stok, üretim, montaj ve dağıtım işlemlerini akıllı sistemlerle dijitalleştirerek insan gücünü ortadan kaldırmadan iş/işçi maliyetlerini düşürmeyi, üretim/lojistik faaliyetlerin hızını artırmayı ve iş güvenliğini artırmayı hedefleyen girişimdir.",http://www.muuvto.com
MV Holding,Gelişmekte olan pazarlarda özel sermaye yatırımları,https://mvholding.com.tr/
Madcraft Studios,-Uygun yerler; iş veya ev konumlarına yakınlık,https://madcraftstudios.com
Madlen,"Carbon Gate yeni nesil dinamik platformu ile kurumların karbon ayak izi yönetimini, sektörel bazda özelleştirerek, uçtan uca yönetmesini sağlayan bir çevresel sürdürülebilirlik girişimidir.",https://madlen.io/
Magfi,"Yüzlerce restoranın menüleri Diner’la elinin altında. Dilediğin yemeği seç, masanın üzerinde 3 boyutlu olarak görüntüle. Hiç bilmediğin yemekleri ve restoranları evinden çıkmadan keşfet. Artık damak tadını en az senin kadar bilen bir asistanın var.",https://magfi.co/
Mailfe," AVANTAJBİZDE, en avantajlı ürün ve hizmetlere en ucuza ulaşılabilmesini sağlayan yeni nesil listeleme, karşılaştırma ve yönlendirme platformudur.",https://www.facebook.com/mymailfe/
Mantiscope,,https://www.mantiscope.com/
Mapla,"SterilBox restoran, cafe, kafeteryaların masa ve takeaway müşterilerinin servislerini onların önünde sterilize ederek, ilk müşterinin temasını sağlayan 'indoor' çözümler ile paket sipariş müşterilerinin her tür siparişini (yemek, online alışveriş, market, belge vb.) kapıda teslimat anında yine müşterinin gözü önünde ve ilk müşterinin temasını sağlayacak şekilde ve kullanıcı güvenliğini sağlayan biçimde sterilize eden 'outdoor' çözümler sunar.""",https://btm.istanbul/girisimler/mapla
MasalApp,MedicaUroSim simulatörü yazılım ve donanım ile birlikte gerçek hasta senaryolarını kullanarak endoskopik prosedürlerin oyunlaştırılmış ve fiziki simülatörler ile geliştirilmiş halidir.,https://masalapp.com/
Massive Energy," Plantric kendi kendine yetebilen bir bahçe sistemidir. Bu sistem yemek atıklarının kompostlanma yöntemine dayalı olarak çalışır. Üç ana çalışma bölümünden oluşur; yemek atıkları için konteyner, büyük toprak kap ve otomatik sulama sistemi. Sistem gıda atıkları konteynerlara döküldükten sonra çalışır ve saksıda bulunan toprağı gübreleyerek bitkilerin büyümesi ve gelişmesi için enerji sağlar.",https://btm.istanbul/girisimler/massive-energy
Mative Game,İnsanların oyun oynayarak ücretsiz Steam anahtar kodları alabileceği e-ticaret platformudur.,https://www.mativegame.com/
Medex Lab,Ekolojik farkındalığı yüksek bir şekilde kişiselleştirilmiş rotalar sunan seyahat uygulaması.,https://www.medexlab.co
MedicaUroSim,Minorpreneurs nedir derseniz;,https://medicaurosim.com/
Medicurism,Araç sahiplerini otomobil uzmanlarına ulaştıran en pratik platformdur.,https://btm.istanbul/girisimler/medicurism
